@relation data_res_ailerons.

@attribute attr_0 numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute attr_36 numeric
@attribute attr_37 numeric
@attribute attr_38 numeric
@attribute attr_39 numeric
@attribute target numeric

@data
-248,-7,0.04,0.09,0.93,0.3,-12,-5,0.008,-0.2,0.023,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,-0.138889
-283,-16,0.24,-0.14,0.9,0.5,-11,9,0.017,2.6,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.361111
-81,-22,0.33,0.1,0.75,1.3,-11,1,-0.025,-1.9,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.7,0.023,-0.416667
-7,-24,-0.18,0.12,0.68,1.5,-10,-3,-0.032,-1.8,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.277778
-91,-26,-0.62,0.1,0.76,0,-12,-3,0.001,-0.4,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.166667
285,-26,0.14,-0.06,0.32,-1.7,-14,14,0.022,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.6,0.021,-0.222222
335,-14,0.49,0.1,0.34,-0.9,-13,-2,0.008,-0.7,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-0.25
275,-1,0.57,0.09,0.4,0.5,-11,-6,-0.004,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.277778
221,5,0.52,0.1,0.45,1.2,-11,-6,-0.006,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.305556
-104,10,-0.09,0.12,0.77,2.2,-10,-10,-0.016,-0.1,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.277778
-241,4,-0.31,-0.11,0.85,1.8,-10,1,-0.009,3.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.194444
246,14,0.15,0.13,0.42,0.4,-12,-6,0.009,-0.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-0.305556
-41,21,0.13,0.19,0.74,1,-11,-20,-0.014,0.8,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,-0.222222
-458,9,-0.05,-0.11,1.06,0.9,-11,-8,0.003,3.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.021,-0.25
-126,-25,-0.13,-0.03,0.7,0.5,-11,7,-0.002,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.222222
229,-21,0.01,0.1,0.38,0.1,-12,5,0.002,-1.9,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.25
-611,-27,-0.15,0.18,1.23,-0.5,-12,-14,-0.001,0,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,-0.001,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.7,0.024,-0.194444
-711,-41,-0.15,0.13,1.29,-0.7,-13,-5,0.001,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.022,0.022,0.023,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,-0.001,0,0.6,0.023,-0.166667
-584,-66,0.16,-0.16,1.09,-0.8,-13,12,0.018,2.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,-0.003,0,0,0,0,0,0.6,0.019,-0.222222
-553,-68,0.2,-0.15,1.05,-0.7,-13,16,0.018,1.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.019,0.001,0,0,0,0,0,0,0,0,0,-0.003,0,0,0,0.5,0.019,-0.194444
-438,-73,0.31,-0.27,0.9,-0.6,-12,23,0.018,2.2,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,-0.002,0,0.001,0,0,0,0,0,0,0,0.5,0.017,-0.25
55,-78,0.43,-0.18,0.43,0.3,-12,28,-0.006,-0.5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.305556
149,-47,-0.37,0.16,0.5,0.7,-11,-13,-0.015,0,0.02,0.02,0.02,0.021,0.021,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,-0.002,0,-0.003,0,0,0,0,0,0,0,0,0,0.6,0.023,-0.222222
72,-45,-0.54,-0.04,0.47,-0.2,-12,13,0.003,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.019,-0.166667
502,-20,0.39,0.33,0.13,-1,-13,5,0.013,-4.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-0.277778
-4,-6,0.37,0.23,0.66,0.6,-11,-19,-0.012,-0.2,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.25
-473,-25,0.04,0.04,1,1.3,-11,4,-0.007,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.222222
-467,-33,-0.04,0.03,1.01,1.3,-11,-1,-0.007,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0.6,0.02,-0.25
-58,-53,-0.27,-0.06,0.58,0.8,-11,11,-0.007,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.277778
-35,-53,-0.28,-0.06,0.56,0.7,-11,11,-0.006,0,0.02,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.194444
314,-44,-0.1,-0.04,0.25,-0.3,-12,9,0.012,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0,0,0.5,0.019,-0.25
-114,-32,0.03,0.17,0.75,-0.3,-12,-20,-0.004,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.023,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,0.7,0.023,-0.277778
-149,-36,-0.03,0.09,0.72,-0.2,-12,-4,-0.01,-0.4,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.25
-1,-42,-0.17,-0.1,0.47,-0.5,-12,27,-0.002,-1.5,0.018,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.166667
396,-21,0.21,0.06,0.22,-0.7,-13,-6,0.013,1.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.277778
148,-3,0.19,0.15,0.47,0.5,-12,-11,-0.011,-0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.305556
-133,-3,-0.16,0.16,0.73,0.6,-11,-13,-0.017,0.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.194444
-55,-28,0.13,0.01,0.59,-0.7,-13,6,0.009,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.305556
-127,-30,-0.19,0.11,0.7,-0.3,-12,-7,-0.014,0.1,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.194444
-188,-34,-0.37,0.04,0.72,-0.7,-13,2,-0.007,0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.02,0,0,0,0,0,0,0,0,-0.002,0,-0.001,0,-0.002,0,0.6,0.02,-0.166667
65,-37,0.13,0.02,0.47,-1.2,-13,7,0.016,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.277778
111,-31,0.24,0.09,0.47,-0.4,-12,-5,-0.008,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.25
30,-29,0.13,-0.13,0.5,0,-12,2,-0.004,3.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.194444
287,-21,0.17,-0.04,0.25,0.4,-12,9,0.006,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.305556
343,-3,0.02,0.09,0.27,0.9,-11,-10,-0.019,1.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.361111
99,7,-0.43,0.33,0.57,0.5,-12,-27,-0.026,-2.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-0.194444
-231,5,-0.74,0.28,0.85,-0.5,-12,-23,-0.02,-0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.022,0.022,0.023,0.023,0.023,0,0,0,0,0,0,-0.001,0,-0.003,0,-0.002,0,-0.001,0,0.6,0.023,-0.138889
-375,-1,-0.71,0,0.88,-1.2,-13,1,0.015,3.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,-0.002,0,-0.003,0,0,0,0,0,0.6,0.02,-0.083333
-39,-11,-0.02,-0.08,0.52,-2.2,-14,16,0.04,-0.6,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.111111
65,-11,0.22,-0.1,0.42,-2.1,-14,18,0.038,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.5,0.017,-0.222222
76,-2,0.72,0.15,0.52,-0.2,-12,-11,-0.003,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.305556
-50,-2,0.68,0.15,0.64,0.7,-11,-12,-0.005,0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.6,0.021,-0.25
-211,-4,0.51,0.26,0.83,1.3,-11,-25,-0.021,-1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,-0.002,0,-0.005,0,0,0,0,0,0.6,0.023,-0.333333
-344,-7,0.41,-0.11,0.91,1.6,-10,-19,-0.014,2.9,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0,0,0,0,0.001,0,0,0,0,0,0,0,-0.002,0,0.6,0.018,-0.305556
-238,-12,0.27,0.11,0.72,1.9,-10,14,-0.018,-3.5,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.001,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.5,0.019,-0.222222
75,24,-0.22,0.1,0.5,-0.5,-12,-6,0.006,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.194444
-54,24,0.18,0.09,0.61,-0.7,-13,-3,0.011,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.277778
-78,23,0.28,0.09,0.63,-0.5,-12,-4,0.009,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.333333
-177,7,-0.6,0.04,0.7,-0.9,-13,2,-0.017,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.111111
378,7,0.12,-0.12,0.12,-3,-15,22,0.037,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0.5,0.016,-0.166667
430,28,0.74,0.16,0.19,-1.7,-14,-9,0.012,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.222222
316,37,0.86,0.14,0.29,-0.6,-12,-10,0.007,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.25
260,40,0.85,0.18,0.35,0,-12,-12,-0.005,-0.7,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.305556
-264,40,0.14,-0.02,0.79,2.2,-10,-4,-0.023,2.9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.277778
-286,28,-0.33,0.02,0.78,1.9,-10,5,-0.016,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.222222
67,16,-0.29,-0.02,0.45,-0.5,-12,8,0.007,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.194444
169,23,0.02,0.08,0.4,-1,-13,-3,0.012,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.25
134,28,-0.04,0.04,0.42,-0.2,-12,-2,-0.004,0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-0.222222
304,-7,0.11,-0.07,0.22,0.5,-12,12,-0.001,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.5,0.017,-0.277778
232,15,-0.13,0.13,0.36,0.6,-11,-9,-0.01,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.194444
-18,22,-0.06,0.1,0.58,-0.2,-12,-5,0.007,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.25
36,19,-0.02,0.1,0.52,-0.1,-12,-2,-0.004,-1.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-0.222222
-285,6,0.12,0.1,0.82,-0.1,-12,-6,0.003,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.305556
-332,-30,-0.4,0,0.81,-0.5,-12,10,-0.01,-1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.194444
-241,-35,-0.48,-0.03,0.72,-1,-13,10,-0.008,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0,0,0,0,-0.001,0,-0.001,0,0.002,0,0,0,0,0,0.5,0.018,-0.166667
-181,-37,-0.5,0.09,0.68,-1.3,-13,9,0.004,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,-0.001,0,0,0,0,0,-0.001,0,-0.001,0,0.5,0.019,-0.111111
36,-42,0.09,-0.11,0.42,-1.9,-14,23,0.028,0.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.138889
306,-38,0.46,-0.04,0.2,-1.5,-13,19,0.025,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.017,-0.222222
381,-32,0.66,-0.03,0.18,-1,-13,4,0.018,0.9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.5,0.018,-0.277778
344,-19,0.64,0.15,0.26,0.6,-11,-9,-0.019,-0.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.333333
-7,-9,-0.13,0.15,0.59,1.6,-10,-12,-0.025,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.222222
-96,-10,-0.31,0.14,0.67,1.4,-11,-12,-0.024,0,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.6,0.021,-0.166667
-362,-21,-0.23,0.13,0.9,0.2,-12,-9,0.015,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.021,-0.194444
-308,-59,0.21,-0.16,0.78,0.4,-12,9,0.003,0.8,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.305556
208,-59,-0.28,-0.03,0.32,0.7,-11,7,-0.019,0.1,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.222222
532,-30,-0.33,0.12,0.09,-1.2,-13,-8,0.009,-0.5,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.277778
475,-20,-0.23,0.12,0.13,-1.5,-13,-5,0.009,-0.3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.021,0.021,0.02,0,0,0,0,0,0,0,0,0.001,0,0,0,0.001,0,0.6,0.02,-0.166667
-255,-11,0.18,0.17,0.83,-1.9,-14,-15,0.017,1.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.222222
-363,-15,0.31,0.22,0.94,-1.7,-14,-16,0.015,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.6,0.022,-0.305556
-606,-32,0.34,0.13,1.13,-1,-13,-10,-0.015,0.5,0.018,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.003,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.277778
-201,-70,-0.08,-0.16,0.62,-0.5,-12,28,-0.01,-0.7,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-0.166667
311,-66,-0.02,-0.07,0.23,-0.8,-13,8,0.016,1.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.194444
396,-61,0.11,-0.02,0.15,-0.8,-13,10,0.015,-0.5,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.222222
453,-57,0.2,-0.04,0.09,-0.7,-13,9,0.014,0.1,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.018,-0.305556
85,-32,-0.04,0.27,0.56,0.1,-12,-24,-0.018,-0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,-0.004,0,0,0,0,0,0,0,0.6,0.023,-0.25
-131,-35,-0.27,0.06,0.67,-0.4,-12,-3,-0.001,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-0.194444
-97,-44,0.04,0.04,0.62,-1.2,-13,3,0.013,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.25
-42,-47,0.21,0,0.58,-0.7,-13,-1,-0.006,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.305556
